TA_site	BHI	Serum	HSerum
tig00000001:1823132-1823134	0	0	0
tig00000001:1823145-1823147	0	0	0
tig00000001:1823160-1823162	0	0	0
tig00000001:1823178-1823180	0	0	0
tig00000001:1823191-1823193	0	0	0
tig00000001:1823195-1823197	0	0	0
tig00000001:1823197-1823199	0	0	0
tig00000001:1823206-1823208	0	0	0
tig00000001:1823211-1823213	0	0	0
tig00000001:1823231-1823233	0	0	0
tig00000001:1823256-1823258	0	0	0
tig00000001:1823299-1823301	0	0	0
tig00000001:1823302-1823304	0	0	0
tig00000001:1823321-1823323	0	0	0
tig00000001:1823356-1823358	0	0	0
tig00000001:1823361-1823363	0	0	0
tig00000001:1823369-1823371	0	0	0
tig00000001:1823382-1823384	0	0	0
tig00000001:1823391-1823393	0	0	0
tig00000001:1823398-1823400	0	0	0
tig00000001:1823402-1823404	0	0	0
tig00000001:1823411-1823413	0	0	0
tig00000001:1823426-1823428	0	0	0
tig00000001:1823452-1823454	0	0	0
tig00000001:1823455-1823457	0	0	0
tig00000001:1823466-1823468	0	0	0
tig00000001:1823477-1823479	0	0	0
tig00000001:1823490-1823492	0	0	0
tig00000001:1823545-1823547	2	2	2
tig00000001:1823552-1823554	2	2	2
tig00000001:1823606-1823608	2	2	0
tig00000001:1823667-1823669	0	0	0
tig00000001:1823711-1823713	0	0	0
tig00000001:1823718-1823720	0	0	0
tig00000001:1823729-1823731	0	0	0
tig00000001:1823738-1823740	0	0	0
tig00000001:1823810-1823812	0	0	0
tig00000001:1823843-1823845	2	2	2
tig00000001:1823893-1823895	2	2	2
tig00000001:1823933-1823935	0	0	0
tig00000001:1823936-1823938	0	0	0
tig00000001:1823958-1823960	0	0	0
tig00000001:1823969-1823971	0	0	0
tig00000001:1824000-1824002	0	0	0
tig00000001:1824004-1824006	0	0	0
tig00000001:1824008-1824010	0	0	0
tig00000001:1824019-1824021	0	0	0
tig00000001:1824036-1824038	0	0	0
tig00000001:1824077-1824079	0	0	0
tig00000001:1824085-1824087	0	0	0
tig00000001:1824109-1824111	0	0	0
tig00000001:1824113-1824115	0	0	0
tig00000001:1824130-1824132	0	0	0
tig00000001:1824140-1824142	0	0	0
tig00000001:1824155-1824157	0	0	0
tig00000001:1824158-1824160	0	0	0
tig00000001:1824174-1824176	0	0	0
tig00000001:1824181-1824183	0	0	0
tig00000001:1824186-1824188	0	0	0
tig00000001:1824213-1824215	0	0	0
tig00000001:1824215-1824217	0	0	0
tig00000001:1824250-1824252	0	0	0
tig00000001:1824257-1824259	0	0	0
tig00000001:1824264-1824266	0	0	0
tig00000001:1824286-1824288	0	0	0
tig00000001:1824298-1824300	0	0	0
tig00000001:1824306-1824308	0	0	0
tig00000001:1824328-1824330	0	0	0
tig00000001:1824337-1824339	0	0	0
tig00000001:1824349-1824351	0	0	0
tig00000001:1824375-1824377	0	0	0
tig00000001:1824409-1824411	0	0	0
tig00000001:1824415-1824417	0	0	0
tig00000001:1824430-1824432	0	0	0
tig00000001:1824436-1824438	0	0	0
tig00000001:1824439-1824441	0	0	0
tig00000001:1824444-1824446	0	0	0
tig00000001:1824509-1824511	0	0	0
tig00000001:1824523-1824525	0	0	0
tig00000001:1824538-1824540	0	0	0
tig00000001:1824541-1824543	0	0	0
tig00000001:1824554-1824556	0	0	0
tig00000001:1824562-1824564	0	0	0
tig00000001:1824571-1824573	0	0	0
tig00000001:1824589-1824591	0	0	0
tig00000001:1824594-1824596	0	0	0
tig00000001:1824598-1824600	0	0	0
tig00000001:1824613-1824615	0	0	0
tig00000001:1824626-1824628	0	0	0
tig00000001:1824646-1824648	0	0	0
tig00000001:1824655-1824657	0	0	0
tig00000001:1824663-1824665	0	0	0
tig00000001:1824673-1824675	0	0	0
tig00000001:1824704-1824706	0	0	0
tig00000001:1824715-1824717	0	0	0
tig00000001:1824737-1824739	0	0	0
tig00000001:1824742-1824744	0	0	0
tig00000001:1824762-1824764	0	0	0
tig00000001:1824771-1824773	0	0	0
tig00000001:1824782-1824784	0	0	0
tig00000001:1824790-1824792	0	0	0
tig00000001:1824803-1824805	0	0	0
tig00000001:1824826-1824828	0	0	0
tig00000001:1824836-1824838	0	0	0
tig00000001:1824852-1824854	0	0	0
tig00000001:1824867-1824869	0	0	0
tig00000001:1824884-1824886	0	0	0
tig00000001:1824889-1824891	0	0	0
tig00000001:1824901-1824903	0	0	0
tig00000001:1824903-1824905	0	0	0
tig00000001:1824907-1824909	0	0	0
tig00000001:1824913-1824915	0	0	0
tig00000001:1824930-1824932	0	0	0
tig00000001:1824935-1824937	0	0	0
tig00000001:1824937-1824939	0	0	0
tig00000001:1824939-1824941	0	0	0
tig00000001:1824942-1824944	0	0	0
tig00000001:1824954-1824956	0	0	0
tig00000001:1824966-1824968	0	0	0
tig00000001:1824970-1824972	0	0	0
tig00000001:1824986-1824988	0	0	0
tig00000001:1825005-1825007	0	0	0
tig00000001:1825009-1825011	0	0	0
tig00000001:1825013-1825015	0	0	0
tig00000001:1825016-1825018	0	0	0
tig00000001:1825021-1825023	0	0	0
tig00000001:1825029-1825031	0	0	0
tig00000001:1825034-1825036	0	0	0
tig00000001:1825038-1825040	0	0	0
tig00000001:1825040-1825042	0	0	0
tig00000001:1825056-1825058	0	0	0
tig00000001:1825066-1825068	0	0	0
tig00000001:1825073-1825075	0	0	0
tig00000001:1825081-1825083	0	0	0
tig00000001:1825108-1825110	0	0	0
tig00000001:1825141-1825143	0	0	0
tig00000001:1825146-1825148	0	0	0
tig00000001:1825189-1825191	0	0	0
tig00000001:1825197-1825199	0	0	0
tig00000001:1825237-1825239	0	0	0
tig00000001:1825250-1825252	0	0	0
tig00000001:1825267-1825269	0	0	0
tig00000001:1825277-1825279	0	0	0
tig00000001:1825312-1825314	0	0	0
tig00000001:1825319-1825321	0	0	0
tig00000001:1825339-1825341	0	0	0
tig00000001:1825369-1825371	0	0	0
tig00000001:1825395-1825397	0	0	0
tig00000001:1825407-1825409	0	0	0
tig00000001:1825421-1825423	0	0	0
tig00000001:1825425-1825427	0	0	0
tig00000001:1825465-1825467	0	0	0
tig00000001:1825471-1825473	0	0	0
tig00000001:1825475-1825477	0	0	0
tig00000001:1825494-1825496	0	0	0
tig00000001:1825506-1825508	0	0	0
tig00000001:1825534-1825536	0	0	0
tig00000001:1825543-1825545	0	0	0
tig00000001:1825577-1825579	0	0	0
tig00000001:1825585-1825587	0	0	0
tig00000001:1825589-1825591	0	0	0
tig00000001:1825599-1825601	0	0	0
tig00000001:1825615-1825617	0	0	0
tig00000001:1825625-1825627	0	0	0
tig00000001:1825632-1825634	0	0	0
tig00000001:1825648-1825650	0	0	0
tig00000001:1825661-1825663	0	0	0
tig00000001:1825668-1825670	0	0	0
tig00000001:1825681-1825683	0	0	0
tig00000001:1825690-1825692	0	0	0
tig00000001:1825702-1825704	0	0	0
tig00000001:1825731-1825733	0	0	0
tig00000001:1825740-1825742	0	0	0
tig00000001:1825756-1825758	0	0	0
tig00000001:1825767-1825769	0	0	0
tig00000001:1825794-1825796	0	0	0
tig00000001:1825826-1825828	0	0	0
tig00000001:1825860-1825862	0	0	0
tig00000001:1825869-1825871	0	0	0
tig00000001:1825878-1825880	0	0	0
tig00000001:1825890-1825892	0	0	0
tig00000001:1825895-1825897	0	0	0
tig00000001:1825899-1825901	0	0	0
tig00000001:1825925-1825927	0	0	0
tig00000001:1825944-1825946	0	0	0
tig00000001:1825949-1825951	0	0	0
tig00000001:1825967-1825969	0	0	0
tig00000001:1825988-1825990	0	0	0
tig00000001:1826016-1826018	0	0	0
tig00000001:1826026-1826028	0	0	0
tig00000001:1826029-1826031	0	0	0
tig00000001:1826040-1826042	0	0	0
tig00000001:1826058-1826060	0	0	0
tig00000001:1826070-1826072	0	0	0
tig00000001:1826102-1826104	0	0	0
tig00000001:1826112-1826114	0	0	0
tig00000001:1826136-1826138	0	0	0
tig00000001:1826144-1826146	0	0	0
tig00000001:1826160-1826162	0	0	0
tig00000001:1826171-1826173	0	0	0
tig00000001:1826182-1826184	0	0	0
tig00000001:1826202-1826204	0	0	0
tig00000001:1826210-1826212	0	0	0
tig00000001:1826216-1826218	0	0	0
tig00000001:1826226-1826228	0	0	0
tig00000001:1826235-1826237	0	0	0
tig00000001:1826238-1826240	0	0	0
tig00000001:1826256-1826258	0	0	0
tig00000001:1826260-1826262	0	0	0
tig00000001:1826267-1826269	0	0	0
tig00000001:1826273-1826275	0	0	0
tig00000001:1826285-1826287	0	0	0
tig00000001:1826301-1826303	0	0	0
tig00000001:1826317-1826319	0	0	0
tig00000001:1826324-1826326	0	0	0
tig00000001:1826333-1826335	0	0	0
tig00000001:1826345-1826347	0	0	0
tig00000001:1826349-1826351	0	0	0
tig00000001:1826388-1826390	0	0	0
tig00000001:1826396-1826398	0	0	0
tig00000001:1826403-1826405	0	0	0
tig00000001:1826417-1826419	0	0	0
tig00000001:1826431-1826433	0	0	0
tig00000001:1826444-1826446	0	0	0
tig00000001:1826466-1826468	0	0	0
tig00000001:1826471-1826473	0	0	0
tig00000001:1826480-1826482	0	0	0
tig00000001:1826486-1826488	0	0	0
tig00000001:1826490-1826492	0	0	0
tig00000001:1826500-1826502	0	0	0
tig00000001:1826516-1826518	0	0	0
tig00000001:1826519-1826521	0	0	0
tig00000001:1826535-1826537	0	0	0
tig00000001:1826554-1826556	0	0	0
tig00000001:1826568-1826570	0	0	0
tig00000001:1826571-1826573	0	0	0
tig00000001:1826576-1826578	0	0	0
tig00000001:1826696-1826698	0	0	0
tig00000001:1826702-1826704	0	0	0
tig00000001:1826716-1826718	0	0	0
tig00000001:1826722-1826724	0	0	0
tig00000001:1826729-1826731	0	0	0
tig00000001:1826755-1826757	0	0	0
tig00000001:1826770-1826772	0	0	0
tig00000001:1826774-1826776	0	0	0
tig00000001:1826778-1826780	0	0	0
tig00000001:1826860-1826862	0	0	0
tig00000001:1826862-1826864	0	0	0
tig00000001:1826866-1826868	0	0	0
tig00000001:1826880-1826882	0	0	0
tig00000001:1826884-1826886	0	0	0
tig00000001:1826912-1826914	0	0	0
tig00000001:1826934-1826936	0	0	0
tig00000001:1826952-1826954	0	0	0
tig00000001:1826991-1826993	0	0	0
tig00000001:1826994-1826996	0	0	0
tig00000001:1827012-1827014	2	2	2
tig00000001:1827020-1827022	2	2	2
tig00000001:1827023-1827025	2	2	2
tig00000001:1827025-1827027	2	2	2
tig00000001:1827029-1827031	2	2	2
tig00000001:1827039-1827041	2	2	2
tig00000001:1827102-1827104	0	0	0
tig00000001:1827110-1827112	0	0	0
tig00000001:1827147-1827149	0	0	0
tig00000001:1827168-1827170	0	0	0
tig00000001:1827177-1827179	0	0	0
tig00000001:1827193-1827195	0	0	0
tig00000001:1827212-1827214	0	0	0
tig00000001:1827252-1827254	0	0	0
tig00000001:1827260-1827262	0	0	0
tig00000001:1827266-1827268	0	0	0
tig00000001:1827300-1827302	0	0	0
tig00000001:1827305-1827307	0	0	0
tig00000001:1827310-1827312	0	0	0
tig00000001:1827313-1827315	0	0	0
tig00000001:1827326-1827328	0	0	0
tig00000001:1827332-1827334	0	0	0
tig00000001:1827355-1827357	0	0	0
tig00000001:1827366-1827368	0	0	0
tig00000001:1827386-1827388	0	0	0
tig00000001:1827422-1827424	0	0	0
tig00000001:1827474-1827476	0	0	0
tig00000001:1827479-1827481	0	0	0
tig00000001:1827510-1827512	0	0	0
tig00000001:1827517-1827519	0	0	0
tig00000001:1827551-1827553	0	0	0
tig00000001:1827625-1827627	0	0	0
tig00000001:1827638-1827640	0	0	0
tig00000001:1827647-1827649	0	0	0
tig00000001:1827663-1827665	0	0	0
tig00000001:1827667-1827669	0	0	0
tig00000001:1827672-1827674	0	0	0
tig00000001:1827682-1827684	0	0	0
tig00000001:1827686-1827688	0	0	0
tig00000001:1827698-1827700	0	0	0
tig00000001:1827704-1827706	0	0	0
tig00000001:1827709-1827711	0	0	0
tig00000001:1827730-1827732	0	0	0
tig00000001:1827749-1827751	0	0	0
tig00000001:1827758-1827760	0	0	0
tig00000001:1827770-1827772	0	0	0
tig00000001:1827787-1827789	0	0	0
tig00000001:1827797-1827799	0	0	0
tig00000001:1827800-1827802	0	0	0
tig00000001:1827817-1827819	0	0	0
tig00000001:1827820-1827822	0	0	0
tig00000001:1827842-1827844	0	0	0
tig00000001:1827857-1827859	0	0	0
tig00000001:1827861-1827863	0	0	0
tig00000001:1827869-1827871	0	0	0
tig00000001:1827874-1827876	0	0	0
tig00000001:1827881-1827883	0	0	0
tig00000001:1827890-1827892	0	0	0
tig00000001:1827903-1827905	0	0	0
tig00000001:1827906-1827908	0	0	0
tig00000001:1827919-1827921	0	0	0
tig00000001:1827922-1827924	0	0	0
tig00000001:1827933-1827935	0	0	0
tig00000001:1827942-1827944	0	0	0
tig00000001:1827988-1827990	0	0	0
tig00000001:1828000-1828002	0	0	0
tig00000001:1828009-1828011	0	0	0
tig00000001:1828012-1828014	0	0	0
tig00000001:1828018-1828020	0	0	0
tig00000001:1828033-1828035	0	0	0
tig00000001:1828061-1828063	0	0	0
tig00000001:1828069-1828071	0	0	0
tig00000001:1828079-1828081	0	0	0
tig00000001:1828089-1828091	0	0	0
tig00000001:1828104-1828106	0	0	0
tig00000001:1828118-1828120	0	0	0
tig00000001:1828125-1828127	0	0	0
tig00000001:1828132-1828134	0	0	0
tig00000001:1828137-1828139	0	0	0
tig00000001:1828160-1828162	0	0	0
tig00000001:1828165-1828167	0	0	0
tig00000001:1828175-1828177	0	0	0
tig00000001:1828180-1828182	0	0	0
tig00000001:1828202-1828204	0	0	0
tig00000001:1828223-1828225	0	0	0
tig00000001:1828233-1828235	0	0	0
tig00000001:1828244-1828246	0	0	0
tig00000001:1828263-1828265	0	0	0
tig00000001:1828287-1828289	0	0	0
tig00000001:1828296-1828298	0	0	0
tig00000001:1828305-1828307	0	0	0
tig00000001:1828311-1828313	0	0	0
tig00000001:1828317-1828319	0	0	0
tig00000001:1828351-1828353	0	0	0
tig00000001:1828395-1828397	0	0	0
tig00000001:1828412-1828414	0	0	0
tig00000001:1828417-1828419	0	0	0
tig00000001:1828423-1828425	0	0	0
tig00000001:1828437-1828439	0	0	0
tig00000001:1828465-1828467	0	0	0
tig00000001:1828474-1828476	0	0	0
tig00000001:1828487-1828489	0	0	0
tig00000001:1828496-1828498	0	0	0
tig00000001:1828513-1828515	0	0	0
tig00000001:1828515-1828517	0	0	0
tig00000001:1828520-1828522	0	0	0
tig00000001:1828535-1828537	0	0	0
tig00000001:1828554-1828556	0	0	0
tig00000001:1828577-1828579	0	0	0
tig00000001:1828592-1828594	0	0	0
tig00000001:1828595-1828597	0	0	0
tig00000001:1828650-1828652	0	0	0
tig00000001:1828676-1828678	0	0	2
tig00000001:1828679-1828681	0	0	2
tig00000001:1828728-1828730	2	0	0
tig00000001:1828744-1828746	0	0	0
tig00000001:1828748-1828750	0	0	0
tig00000001:1828765-1828767	0	0	0
tig00000001:1828773-1828775	0	0	0
tig00000001:1828784-1828786	0	0	0
tig00000001:1828876-1828878	0	0	0
tig00000001:1828884-1828886	0	0	0
tig00000001:1828894-1828896	0	0	0
tig00000001:1828898-1828900	0	0	0
tig00000001:1828900-1828902	0	0	0
tig00000001:1828926-1828928	0	0	0
tig00000001:1828948-1828950	0	0	0
tig00000001:1828952-1828954	0	0	0
tig00000001:1828975-1828977	0	0	0
tig00000001:1828987-1828989	0	0	0
tig00000001:1828996-1828998	0	0	0
tig00000001:1829006-1829008	0	0	0
tig00000001:1829008-1829010	0	0	0
tig00000001:1829022-1829024	0	0	0
tig00000001:1829036-1829038	0	0	0
tig00000001:1829040-1829042	0	0	0
tig00000001:1829052-1829054	0	0	0
tig00000001:1829060-1829062	0	0	0
tig00000001:1829064-1829066	0	0	0
tig00000001:1829066-1829068	0	0	0
tig00000001:1829070-1829072	0	0	0
tig00000001:1829077-1829079	0	0	0
tig00000001:1829080-1829082	0	0	0
tig00000001:1829089-1829091	0	0	0
tig00000001:1829100-1829102	0	0	0
tig00000001:1829102-1829104	0	0	0
tig00000001:1829112-1829114	0	0	0
tig00000001:1829118-1829120	0	0	0
tig00000001:1829124-1829126	0	0	0
tig00000001:1829132-1829134	0	0	0
tig00000001:1829142-1829144	0	0	0
tig00000001:1829144-1829146	0	0	0
tig00000001:1829147-1829149	0	0	0
tig00000001:1829170-1829172	0	0	0
tig00000001:1829173-1829175	0	0	0
tig00000001:1829176-1829178	0	0	0
tig00000001:1829184-1829186	0	0	0
tig00000001:1829199-1829201	0	0	0
tig00000001:1829217-1829219	0	0	0
tig00000001:1829266-1829268	0	0	0
tig00000001:1829304-1829306	0	0	0
tig00000001:1829306-1829308	0	0	0
tig00000001:1829319-1829321	0	0	0
tig00000001:1829325-1829327	0	0	0
tig00000001:1829377-1829379	0	0	0
tig00000001:1829393-1829395	0	0	0
tig00000001:1829406-1829408	0	0	0
tig00000001:1829414-1829416	0	0	0
tig00000001:1829446-1829448	0	0	0
tig00000001:1829457-1829459	0	0	0
tig00000001:1829470-1829472	0	0	0
tig00000001:1829496-1829498	0	0	0
tig00000001:1829498-1829500	0	0	0
tig00000001:1829522-1829524	0	0	0
tig00000001:1829528-1829530	0	0	0
tig00000001:1829531-1829533	0	0	0
tig00000001:1829535-1829537	0	0	0
tig00000001:1829546-1829548	0	0	0
tig00000001:1829574-1829576	0	0	0
tig00000001:1829600-1829602	0	0	0
tig00000001:1829612-1829614	0	0	0
tig00000001:1829632-1829634	0	0	0
tig00000001:1829635-1829637	0	0	0
tig00000001:1829644-1829646	0	0	0
tig00000001:1829655-1829657	0	0	0
tig00000001:1829659-1829661	0	0	0
tig00000001:1829672-1829674	2	2	0
tig00000001:1829698-1829700	2	2	0
tig00000001:1829708-1829710	2	2	0
tig00000001:1829718-1829720	0	0	0
tig00000001:1829720-1829722	0	0	0
tig00000001:1829735-1829737	0	0	0
tig00000001:1829760-1829762	0	0	0
tig00000001:1829768-1829770	0	0	0
tig00000001:1829797-1829799	0	0	0
tig00000001:1829811-1829813	0	0	0
tig00000001:1829815-1829817	0	0	0
tig00000001:1829821-1829823	0	0	0
tig00000001:1829840-1829842	0	0	0
tig00000001:1829864-1829866	0	0	0
tig00000001:1829875-1829877	0	0	0
tig00000001:1829901-1829903	0	0	0
tig00000001:1829905-1829907	0	0	0
tig00000001:1829961-1829963	0	0	0
tig00000001:1829963-1829965	0	0	0
tig00000001:1830001-1830003	0	0	0
tig00000001:1830018-1830020	0	0	0
tig00000001:1830020-1830022	0	0	0
tig00000001:1830064-1830066	0	0	0
tig00000001:1830080-1830082	0	0	0
tig00000001:1830086-1830088	0	0	0
tig00000001:1830104-1830106	0	0	0
tig00000001:1830112-1830114	0	0	0
tig00000001:1830114-1830116	0	0	0
tig00000001:1830146-1830148	0	0	0
tig00000001:1830153-1830155	0	0	0
tig00000001:1830156-1830158	0	0	0
tig00000001:1830163-1830165	0	0	0
tig00000001:1830182-1830184	0	0	0
tig00000001:1830185-1830187	0	0	0
tig00000001:1830201-1830203	0	0	0
tig00000001:1830213-1830215	0	2	0
tig00000001:1830226-1830228	0	2	0
tig00000001:1830301-1830303	0	0	0
tig00000001:1830305-1830307	0	0	0
tig00000001:1830315-1830317	0	0	0
tig00000001:1830346-1830348	0	0	0
tig00000001:1830354-1830356	0	0	0
tig00000001:1830369-1830371	0	0	0
tig00000001:1830375-1830377	0	0	0
tig00000001:1830393-1830395	0	0	0
tig00000001:1830431-1830433	0	0	0
tig00000001:1830478-1830480	0	0	0
tig00000001:1830481-1830483	0	0	0
tig00000001:1830498-1830500	0	0	0
tig00000001:1830510-1830512	0	0	0
tig00000001:1830514-1830516	0	0	0
tig00000001:1830516-1830518	0	0	0
tig00000001:1830537-1830539	0	0	0
tig00000001:1830542-1830544	0	0	0
tig00000001:1830545-1830547	0	0	0
tig00000001:1830550-1830552	0	0	0
tig00000001:1830568-1830570	0	0	0
tig00000001:1830570-1830572	0	0	0
tig00000001:1830578-1830580	0	0	0
tig00000001:1830590-1830592	0	0	0
tig00000001:1830607-1830609	0	0	0
tig00000001:1830612-1830614	0	0	0
tig00000001:1830614-1830616	0	0	0
tig00000001:1830632-1830634	0	0	0
tig00000001:1830658-1830660	0	0	0
tig00000001:1830661-1830663	0	0	0
tig00000001:1830721-1830723	0	0	0
tig00000001:1830725-1830727	0	0	0
tig00000001:1830764-1830766	0	0	0
tig00000001:1830773-1830775	2	0	2
tig00000001:1830792-1830794	2	0	2
tig00000001:1830817-1830819	2	0	2
tig00000001:1830827-1830829	0	0	0
tig00000001:1830831-1830833	0	0	0
tig00000001:1830870-1830872	0	0	0
tig00000001:1830880-1830882	0	0	0
tig00000001:1830887-1830889	0	0	0
tig00000001:1830902-1830904	0	0	0
tig00000001:1830923-1830925	0	0	0
tig00000001:1830933-1830935	0	0	0
tig00000001:1830938-1830940	0	0	0
tig00000001:1830944-1830946	0	0	0
tig00000001:1830957-1830959	0	0	0
tig00000001:1831061-1831063	0	0	0
tig00000001:1831067-1831069	0	0	0
tig00000001:1831095-1831097	2	2	2
tig00000001:1831099-1831101	2	2	2
tig00000001:1831112-1831114	2	2	2
tig00000001:1831134-1831136	2	2	2
tig00000001:1831153-1831155	0	0	0
tig00000001:1831164-1831166	0	0	0
tig00000001:1831196-1831198	0	0	0
tig00000001:1831247-1831249	0	0	0
tig00000001:1831286-1831288	0	0	0
tig00000001:1831306-1831308	0	0	0
tig00000001:1831357-1831359	0	0	0
tig00000001:1831362-1831364	0	0	0
tig00000001:1831396-1831398	0	0	0
tig00000001:1831417-1831419	0	0	0
tig00000001:1831420-1831422	0	0	0
tig00000001:1831426-1831428	0	0	0
tig00000001:1831430-1831432	0	0	0
tig00000001:1831448-1831450	0	0	0
tig00000001:1831492-1831494	0	0	0
tig00000001:1831541-1831543	0	0	0
tig00000001:1831544-1831546	0	0	0
tig00000001:1831617-1831619	0	0	0
tig00000001:1831620-1831622	0	0	0
tig00000001:1831645-1831647	0	0	0
tig00000001:1831658-1831660	0	0	0
tig00000001:1831691-1831693	0	0	0
tig00000001:1831698-1831700	0	0	0
tig00000001:1831700-1831702	0	0	0
tig00000001:1831712-1831714	0	0	0
tig00000001:1831741-1831743	0	0	0
tig00000001:1831744-1831746	0	0	0
tig00000001:1831747-1831749	0	0	0
tig00000001:1831753-1831755	0	0	0
tig00000001:1831766-1831768	0	0	0
tig00000001:1831769-1831771	0	0	0
tig00000001:1831799-1831801	0	0	0
tig00000001:1831806-1831808	0	0	0
tig00000001:1831851-1831853	0	0	0
tig00000001:1831876-1831878	0	0	0
tig00000001:1831882-1831884	0	0	0
tig00000001:1831891-1831893	0	0	0
tig00000001:1831906-1831908	0	0	0
tig00000001:1831909-1831911	0	2	2
tig00000001:1831915-1831917	0	2	2
tig00000001:1831925-1831927	0	2	2
tig00000001:1831934-1831936	0	2	2
tig00000001:1831939-1831941	0	2	2
tig00000001:1831951-1831953	0	2	2
tig00000001:1831954-1831956	0	2	2
tig00000001:1831961-1831963	0	0	0
tig00000001:1832002-1832004	0	0	0
tig00000001:1832048-1832050	0	0	0
tig00000001:1832074-1832076	0	0	0
tig00000001:1832077-1832079	0	0	0
tig00000001:1832083-1832085	0	0	0
tig00000001:1832098-1832100	0	0	0
tig00000001:1832110-1832112	0	0	0
tig00000001:1832143-1832145	0	0	0
tig00000001:1832158-1832160	0	0	0
tig00000001:1832218-1832220	0	0	0
tig00000001:1832251-1832253	0	0	0
tig00000001:1832265-1832267	0	0	0
tig00000001:1832278-1832280	0	0	0
tig00000001:1832290-1832292	0	0	0
tig00000001:1832302-1832304	0	0	0
tig00000001:1832323-1832325	0	0	0
tig00000001:1832344-1832346	0	0	0
tig00000001:1832349-1832351	0	0	0
tig00000001:1832366-1832368	0	0	0
tig00000001:1832368-1832370	0	0	0
tig00000001:1832373-1832375	0	0	0
tig00000001:1832378-1832380	0	0	0
tig00000001:1832391-1832393	0	0	0
tig00000001:1832411-1832413	0	0	0
tig00000001:1832413-1832415	0	0	0
tig00000001:1832436-1832438	0	0	0
tig00000001:1832457-1832459	0	0	0
tig00000001:1832468-1832470	0	0	0
tig00000001:1832470-1832472	0	0	0
tig00000001:1832476-1832478	0	0	0
tig00000001:1832511-1832513	0	0	0
tig00000001:1832572-1832574	0	0	0
tig00000001:1832578-1832580	0	0	0
tig00000001:1832599-1832601	0	0	0
tig00000001:1832608-1832610	0	0	0
tig00000001:1832652-1832654	0	0	0
tig00000001:1832654-1832656	0	0	0
tig00000001:1832697-1832699	0	0	0
tig00000001:1832704-1832706	0	0	0
tig00000001:1832721-1832723	0	0	0
tig00000001:1832739-1832741	0	0	0
tig00000001:1832752-1832754	0	0	0
tig00000001:1832763-1832765	0	0	0
tig00000001:1832767-1832769	0	0	0
tig00000001:1832791-1832793	0	0	0
tig00000001:1832817-1832819	0	0	0
tig00000001:1832855-1832857	0	0	0
tig00000001:1832858-1832860	0	0	0
tig00000001:1832865-1832867	0	0	0
tig00000001:1832874-1832876	0	0	0
tig00000001:1832877-1832879	0	0	0
tig00000001:1832894-1832896	0	0	0
tig00000001:1832926-1832928	0	0	0
tig00000001:1832943-1832945	0	0	0
tig00000001:1832965-1832967	0	0	0
tig00000001:1832975-1832977	0	0	0
tig00000001:1832994-1832996	0	0	0
tig00000001:1833003-1833005	0	0	0
tig00000001:1833046-1833048	0	0	0
tig00000001:1833068-1833070	0	0	0
tig00000001:1833121-1833123	0	0	0
tig00000001:1833140-1833142	0	0	0
tig00000001:1833144-1833146	0	0	0
tig00000001:1833147-1833149	0	0	0
tig00000001:1833156-1833158	0	0	0
tig00000001:1833165-1833167	0	0	0
tig00000001:1833180-1833182	0	0	0
tig00000001:1833183-1833185	0	0	0
tig00000001:1833237-1833239	0	0	0
tig00000001:1833243-1833245	0	0	0
tig00000001:1833254-1833256	0	0	0
tig00000001:1833279-1833281	0	0	0
tig00000001:1833293-1833295	0	0	0
tig00000001:1833327-1833329	0	0	0
tig00000001:1833347-1833349	0	0	0
tig00000001:1833384-1833386	0	0	0
tig00000001:1833389-1833391	0	0	0
tig00000001:1833401-1833403	0	0	0
tig00000001:1833407-1833409	0	0	0
tig00000001:1833441-1833443	0	0	0
tig00000001:1833482-1833484	0	0	0
tig00000001:1833518-1833520	0	0	0
tig00000001:1833530-1833532	0	0	0
tig00000001:1833533-1833535	0	0	0
tig00000001:1833539-1833541	0	0	0
tig00000001:1833564-1833566	0	0	0
tig00000001:1833584-1833586	0	0	0
tig00000001:1833593-1833595	0	0	0
tig00000001:1833595-1833597	0	0	0
tig00000001:1833623-1833625	0	0	0
tig00000001:1833627-1833629	0	0	0
tig00000001:1833633-1833635	0	0	0
tig00000001:1833653-1833655	0	0	0
tig00000001:1833680-1833682	0	0	0
tig00000001:1833688-1833690	0	0	0
tig00000001:1833701-1833703	0	0	0
tig00000001:1833716-1833718	0	0	0
tig00000001:1833719-1833721	0	0	0
tig00000001:1833741-1833743	0	0	0
tig00000001:1833752-1833754	0	0	0
tig00000001:1833776-1833778	0	0	0
tig00000001:1833808-1833810	0	0	0
tig00000001:1833815-1833817	0	0	0
tig00000001:1833821-1833823	0	0	0
tig00000001:1833842-1833844	0	0	0
tig00000001:1833881-1833883	0	0	2
tig00000001:1833890-1833892	0	0	2
tig00000001:1833894-1833896	0	0	2
tig00000001:1833924-1833926	0	0	0
tig00000001:1833932-1833934	0	0	0
tig00000001:1833961-1833963	0	0	0
tig00000001:1833963-1833965	0	0	0
tig00000001:1834013-1834015	0	0	0
tig00000001:1834023-1834025	0	0	0
tig00000001:1834031-1834033	0	0	0
tig00000001:1834047-1834049	0	0	0
tig00000001:1834063-1834065	0	0	0
tig00000001:1834072-1834074	0	0	0
tig00000001:1834122-1834124	0	0	0
tig00000001:1834150-1834152	0	0	0
tig00000001:1834156-1834158	0	0	0
tig00000001:1834158-1834160	0	0	0
